% 1. Title: Simple NERD selector 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 16-01-2018 01:00:55 
%
@RELATION @NERD_Simple_NERD_selector 
@attribute nerd_score REAL
@attribute prob_anchor_string REAL
@attribute dice REAL
@attribute tf_idf REAL
@attribute nb_tokens NUMERIC
@attribute inContext {false, true}
@attribute isNe {false, true}
@attribute entity? REAL

@data
7.274491561439222E-12,3.9751947845444425E-5,1.5308499182123658E-4,0.0,1,false,false,0.0
1.0,0.08169934640522876,7.686203303538791E-4,0.0,1,false,false,1.0
7.274491561439222E-12,0.17307692307692307,0.040122155337021216,0.0,7,false,false,0.0
1.0,0.15479192938209332,3.6588558310658595E-4,0.0,1,false,true,1.0
7.274491561439222E-12,0.15479192938209332,3.6588558310658595E-4,0.0,1,false,true,0.0
0.95,0.021977707916547583,5.224606690309572E-6,0.0,1,false,false,1.0
7.274491561439222E-12,0.021977707916547583,5.224606690309572E-6,0.0,1,false,false,0.0
0.95,0.023870499887971512,7.873555119462046E-6,0.0,1,false,false,1.0
7.274491561439222E-12,0.023870499887971512,7.873555119462046E-6,0.0,1,false,false,0.0
1.0,0.03389830508474576,0.001161751868045596,0.0,1,false,false,1.0
7.274491561439222E-12,0.03389830508474576,0.001161751868045596,0.0,1,false,false,0.0
1.0,0.821656050955414,0.053198413059172334,0.0,3,false,false,1.0
7.274491561439222E-12,0.006013411204845338,1.5690670863711964E-4,0.0,1,false,false,0.0
0.95,0.026940665298573637,1.1252173620292171E-5,0.0,1,false,false,1.0
7.274491561439222E-12,0.026940665298573637,1.1252173620292171E-5,0.0,1,false,false,0.0
1.0,0.5,0.08568795017744898,0.0,1,true,true,1.0
7.274491561439222E-12,4.623422257154746E-5,6.379920239280518E-5,0.0,1,false,false,0.0
1.0,0.15479192938209332,3.6588558310658595E-4,0.0,1,false,false,1.0
7.274491561439222E-12,0.15479192938209332,3.6588558310658595E-4,0.0,1,false,false,0.0
1.0,0.574468085106383,0.013328092382299053,0.0,5,true,true,1.0
7.274491561439222E-12,0.574468085106383,0.013328092382299053,0.0,5,false,true,0.0
1.0,0.5,1.0,0.0,3,false,false,1.0
7.274491561439222E-12,0.001773140771958678,3.986075903452199E-5,0.0,1,false,false,0.0
1.0,0.9166666666666666,0.43882616909057204,0.0,5,false,false,1.0
7.274491561439222E-12,0.005935747067822539,7.272866660569915E-5,0.0,1,false,false,0.0
1.0,1.0,0.08216230944583053,0.0,3,false,true,1.0
7.274491561439222E-12,0.029678878566181326,3.8939482354370045E-6,0.0,1,false,false,0.0
1.0,0.9599303135888502,1.0,0.0,3,false,true,1.0
7.274491561439222E-12,0.007801235537529159,1.1101783261301976E-5,0.0,1,true,false,0.0
0.95,0.026940665298573637,1.1252173620292171E-5,0.0,1,false,true,1.0
7.274491561439222E-12,0.026940665298573637,1.1252173620292171E-5,0.0,1,false,true,0.0
1.0,0.9545454545454546,0.6689555459199582,0.0,5,true,false,1.0
7.274491561439222E-12,0.025827801893273158,6.985696566696838E-6,0.0,1,false,true,0.0
0.95,0.025827801893273158,6.985696566696838E-6,0.0,1,false,true,1.0
7.274491561439222E-12,0.025827801893273158,6.985696566696838E-6,0.0,1,false,true,0.0
0.95,0.022731155146371286,7.357886698518899E-6,0.0,1,false,false,1.0
7.274491561439222E-12,0.022731155146371286,7.357886698518899E-6,0.0,1,false,false,0.0
1.0,0.574468085106383,0.013328092382299053,0.0,5,true,true,1.0
7.274491561439222E-12,0.574468085106383,0.013328092382299053,0.0,5,false,true,0.0
7.274491561439222E-12,0.6990254204941602,1.0,0.0,7,false,true,1.0
7.274491561439222E-12,0.02416583443137761,5.368084418203211E-6,0.0,1,false,true,0.0
1.0,0.42857142857142855,0.020152635692986188,0.0,3,false,false,1.0
7.274491561439222E-12,0.42857142857142855,0.020152635692986188,0.0,3,false,false,0.0
1.0,0.9166666666666666,1.0,0.0,3,false,true,1.0
7.274491561439222E-12,0.029678878566181326,3.8939482354370045E-6,0.0,1,false,false,0.0
7.274491561439222E-12,0.13451680212947967,6.54640962470679E-6,0.0,1,false,true,1.0
7.274491561439222E-12,0.13451680212947967,6.54640962470679E-6,0.0,1,false,true,0.0
3.486848642325683E-4,0.037059538274605106,0.15657899571241785,0.0,5,false,false,1.0
7.274491561439222E-12,0.006693079650148365,6.766519972014137E-6,0.0,1,false,false,0.0
7.274491561439222E-12,0.5549436529874548,1.0,0.0,3,false,false,1.0
7.274491561439222E-12,0.5549436529874548,1.0,0.0,3,false,false,0.0
0.95,0.02449108610443798,8.273556004581289E-6,0.0,1,false,true,1.0
7.274491561439222E-12,0.02449108610443798,8.273556004581289E-6,0.0,1,false,true,0.0
0.95,0.025827801893273158,6.985696566696838E-6,0.0,1,false,false,1.0
7.274491561439222E-12,0.025827801893273158,6.985696566696838E-6,0.0,1,false,false,0.0
1.0,0.08169934640522876,7.686203303538791E-4,0.0,1,false,false,1.0
7.274491561439222E-12,1.8040772145047808E-4,4.578313524720676E-4,0.0,1,false,false,0.0
1.0,0.9545454545454546,0.6689555459199582,0.0,5,true,false,1.0
7.274491561439222E-12,0.0010339446430847137,1.1886310333817032E-5,0.0,1,false,false,0.0
1.0,0.9166666666666666,1.0,0.0,3,false,false,1.0
7.274491561439222E-12,5.228428226300796E-4,6.567756593417097E-5,0.0,1,false,false,0.0
1.0,0.023250951788418024,1.1936893875540099E-5,0.0,1,false,true,1.0
7.274491561439222E-12,0.023250951788418024,1.1936893875540099E-5,0.0,1,false,true,0.0
1.0,0.9599303135888502,1.0,0.0,3,false,false,1.0
7.274491561439222E-12,0.0,0.014988628417328124,0.0,1,false,false,0.0
0.95,0.024209367778513322,5.747214661342036E-6,0.0,1,false,true,1.0
7.274491561439222E-12,0.024209367778513322,5.747214661342036E-6,0.0,1,false,true,0.0
0.95,0.024478927994872394,1.0388165045050109E-5,0.0,1,false,true,1.0
7.274491561439222E-12,0.024478927994872394,1.0388165045050109E-5,0.0,1,false,true,0.0
1.0,0.6954022988505747,1.0,0.0,3,true,false,1.0
7.274491561439222E-12,0.0015095741839590325,3.790328214979917E-5,0.0,1,false,false,0.0
0.95,0.021977707916547583,5.224606690309572E-6,0.0,1,false,true,1.0
7.274491561439222E-12,0.021977707916547583,5.224606690309572E-6,0.0,1,false,true,0.0
1.0,0.5,1.0,0.0,3,false,true,1.0
7.274491561439222E-12,0.7666666666666667,1.0,0.0,3,false,true,0.0
0.730933445800122,0.2369418702611626,1.6726218937334174E-4,0.0,1,false,false,1.0
7.274491561439222E-12,0.0062400659327721195,8.0580136340937E-5,0.0,1,false,false,0.0
1.0,0.574468085106383,0.013328092382299053,0.0,5,true,true,1.0
7.274491561439222E-12,0.574468085106383,0.013328092382299053,0.0,5,false,true,0.0
0.95,0.021063768869523436,5.311491451292962E-6,0.0,1,false,true,1.0
7.274491561439222E-12,0.021063768869523436,5.311491451292962E-6,0.0,1,false,true,0.0
0.95,0.024982306467986715,1.1236940418565844E-5,0.0,1,false,false,1.0
7.274491561439222E-12,0.024982306467986715,1.1236940418565844E-5,0.0,1,false,false,0.0
1.0,0.42857142857142855,0.020152635692986188,0.0,3,false,true,1.0
7.274491561439222E-12,0.42857142857142855,0.020152635692986188,0.0,3,false,true,0.0
0.95,0.024982306467986715,1.1236940418565844E-5,0.0,1,false,true,1.0
7.274491561439222E-12,0.024982306467986715,1.1236940418565844E-5,0.0,1,false,true,0.0
1.0,1.0,0.08216230944583053,0.0,3,false,false,1.0
7.274491561439222E-12,0.022728779551600804,5.291202854937885E-6,0.0,1,false,true,0.0
1.0,0.821656050955414,0.053198413059172334,0.0,3,false,true,1.0
7.274491561439222E-12,0.029678878566181326,3.8939482354370045E-6,0.0,1,false,false,0.0
1.0,0.6513761467889908,1.0,0.0,3,false,true,1.0
7.274491561439222E-12,2.8556130644297696E-5,3.188374103524487E-5,0.0,1,false,false,0.0
1.0,0.9629629629629629,0.1180751474214356,0.0,3,false,false,1.0
7.274491561439222E-12,0.018121945592214275,7.140181497376054E-5,0.0,1,false,false,0.0
1.0,0.8184438040345822,9.095187074168635E-4,0.0,1,true,false,1.0
7.274491561439222E-12,0.8184438040345822,9.095187074168635E-4,0.0,1,false,false,0.0
1.0,0.95,0.2203977535678249,0.0,3,false,false,1.0
7.274491561439222E-12,0.02449108610443798,8.273556004581289E-6,0.0,1,false,false,0.0
0.95,0.02449108610443798,8.273556004581289E-6,0.0,1,false,false,1.0
7.274491561439222E-12,0.02449108610443798,8.273556004581289E-6,0.0,1,false,false,0.0
0.95,0.022731155146371286,7.357886698518899E-6,0.0,1,false,true,1.0
7.274491561439222E-12,0.022731155146371286,7.357886698518899E-6,0.0,1,false,true,0.0
1.0,0.95,0.2203977535678249,0.0,3,false,true,1.0
7.274491561439222E-12,0.0,0.014988628417328124,0.0,1,false,false,0.0
1.0,1.0,0.08216230944583053,0.0,3,false,false,1.0
7.274491561439222E-12,0.023870499887971512,7.873555119462046E-6,0.0,1,false,false,0.0
1.0,0.9545454545454546,0.30881588291132894,0.0,3,true,true,1.0
7.274491561439222E-12,0.029678878566181326,3.8939482354370045E-6,0.0,1,false,false,0.0
7.274491561439222E-12,0.6990254204941602,1.0,0.0,7,true,true,1.0
7.274491561439222E-12,0.006122352122257202,6.117989965319023E-5,0.0,1,false,false,0.0
1.0,0.970873786407767,0.017360323503829555,0.0,3,true,false,1.0
7.274491561439222E-12,0.006342494714587738,3.3231942537986846E-4,0.0,1,false,false,0.0
1.0,0.9545454545454546,0.30881588291132894,0.0,3,true,true,1.0
7.274491561439222E-12,0.010676156583629894,0.004878154439686777,0.0,1,false,false,0.0
1.0,0.8716981132075472,0.09416465272472013,0.0,5,true,false,1.0
7.274491561439222E-12,0.2618782195603547,1.0,0.0,3,true,false,0.0
1.0,0.8734015345268542,0.43115923998397815,0.0,5,true,true,1.0
7.274491561439222E-12,0.0025196850393700786,2.9968856124390607E-5,0.0,1,false,false,0.0
0.8044936494851733,0.08918406072106262,0.0014018057695436327,0.0,1,false,true,1.0
7.274491561439222E-12,0.08918406072106262,0.0014018057695436327,0.0,1,false,true,0.0
1.0,0.850187265917603,0.14323632163293495,0.0,3,true,true,1.0
7.274491561439222E-12,0.00582916964073281,4.004998559702675E-4,0.0,1,false,false,0.0
1.0,0.850187265917603,0.14323632163293495,0.0,3,true,false,1.0
7.274491561439222E-12,0.0012517524534348087,2.295658803836803E-4,0.0,1,false,false,0.0
1.0,0.850187265917603,0.14323632163293495,0.0,3,true,true,1.0
7.274491561439222E-12,0.016997385017689586,1.7188216245303295E-4,0.0,1,false,false,0.0
1.0,0.9384615384615385,0.022476949506027338,0.0,3,true,false,1.0
7.274491561439222E-12,0.09879795817553104,3.0985560146316117E-4,0.0,1,false,true,0.0
1.0,0.16666666666666666,0.006356447576718076,0.0,5,false,false,1.0
7.274491561439222E-12,0.16666666666666666,0.006356447576718076,0.0,5,false,false,0.0
1.0,0.903444929645803,1.0,0.0,3,true,true,1.0
7.274491561439222E-12,0.006461366786054966,2.5380755062889573E-5,0.0,1,false,false,0.0
1.0,0.4,0.11857941701084171,0.0,3,true,false,1.0
7.274491561439222E-12,0.5480895915678524,0.24141620903740044,0.0,5,false,false,0.0
1.0,0.7457482993197279,1.0,0.0,3,true,false,1.0
7.274491561439222E-12,0.016945009540931383,2.8019157630690036E-5,0.0,1,false,false,0.0
1.0,0.9722222222222222,0.3455714182397715,0.0,3,false,true,1.0
7.274491561439222E-12,0.010946907498631636,0.0011358756923378459,0.0,1,false,false,0.0
1.0,0.9545454545454546,0.30881588291132894,0.0,3,true,false,1.0
7.274491561439222E-12,0.02179112410310922,2.697979567165107E-4,0.0,1,false,false,0.0
0.95,0.5859065716547902,0.8195428663935593,0.0,5,false,true,1.0
7.274491561439222E-12,0.10834582708645678,7.54559136639246E-5,0.0,1,false,false,0.0
7.274491561439222E-12,0.5626911314984709,0.24857816953393877,0.0,5,false,false,1.0
7.274491561439222E-12,0.5626911314984709,0.24857816953393877,0.0,5,false,false,0.0
1.0,0.9342105263157895,0.03615457684583281,0.0,3,false,false,1.0
7.274491561439222E-12,0.006663142048825374,1.1532707096499758E-5,0.0,1,false,false,0.0
1.0,1.0,0.49307529935572353,0.0,9,false,true,1.0
7.274491561439222E-12,0.05508317929759704,0.001113671862443699,0.0,1,false,false,0.0
1.0,0.5480895915678524,0.24141620903740044,0.0,5,false,false,1.0
7.274491561439222E-12,0.5480895915678524,0.24141620903740044,0.0,5,false,false,0.0
1.0,0.9757281553398058,0.2844329794241757,0.0,3,false,false,1.0
7.274491561439222E-12,2.752924982794219E-4,2.651360591700426E-4,0.0,1,false,false,0.0
1.0,0.9333333333333333,0.09019625338246628,0.0,3,false,true,1.0
7.274491561439222E-12,0.002166038530757289,1.2535172129332062E-4,0.0,1,false,false,0.0
1.0,0.8734015345268542,0.43115923998397815,0.0,5,true,false,1.0
7.274491561439222E-12,1.692219176227705E-4,1.3629018605726507E-4,0.0,1,false,false,0.0
1.0,0.8429752066115702,0.009338599138468223,0.0,3,false,false,1.0
7.274491561439222E-12,0.8429752066115702,0.009338599138468223,0.0,3,false,false,0.0
0.95,0.03976726004330046,4.183293478510588E-5,0.0,1,false,false,1.0
1.0,0.03976726004330046,4.183293478510588E-5,0.0,1,true,false,0.0
1.0,0.9722222222222222,0.3455714182397715,0.0,3,false,false,1.0
